Actual,Predicted,Mean Sqaured,,
0.693147181,1.2830719,0.348011175,,
1.791759469,2.2321103,0.193908854,,
1.945910149,2.3548589,0.167239081,,
2.397895273,2.5130506,0.013260749,,
4.753590191,4.386297,0.134904288,,
3.044522438,2.8617322,0.033412271,,
2.302585093,2.5147138,0.044998588,,
0,0.19046417,0.0362766,,
2.079441542,2.0671272,0.000151643,,
4.644390899,4.3278255,0.100213652,,
4.369447852,4.14297,0.051292218,,
3.496507561,3.468877,0.000763448,,
4.219507705,3.6739295,0.297655578,,
3.295836866,3.1054385,0.036251538,,
0,0.27183247,0.073892892,,
1.945910149,1.663288,0.079875279,,
2.197224577,2.7366748,0.291006543,,
4.382026635,4.2828064,0.009844655,,
5.257495372,5.2449875,0.000156447,,
1.386294361,1.672264,0.081778634,,
4.143134726,4.3398557,0.038699141,,
5.111987788,5.069886,0.001772561,,
3.401197382,3.0602028,0.116277305,,
4.795790546,4.5637636,0.053836503,,
0.693147181,0.66444147,0.000824018,,
0.693147181,0.48682845,0.042567419,,
1.098612289,0.8384213,0.067699351,,
3.63758616,3.369423,0.07191148,,
2.833213344,2.6152332,0.047515343,,
2.63905733,2.501673,0.018874454,,
2.772588722,2.9131186,0.019748647,,
0,0.3484378,0.1214089,,
1.609437912,1.5382143,0.005072803,,
3.988984047,4.1449986,0.024340541,,
1.791759469,1.4324632,0.129093809,,
2.63905733,2.3666005,0.074232724,,
1.098612289,0.93022335,0.028354835,,
4.290459441,4.3097925,0.000373767,,
3.496507561,3.6257076,0.01669265,,
3.465735903,3.8293507,0.132215721,,
3.80666249,3.9050314,0.009676442,,
0.693147181,1.3986335,0.497710947,,
4.094344562,3.7864013,0.094829053,,
4.343805422,4.316701,0.00073465,,
2.397895273,2.5508015,0.023380314,,
0.693147181,0.84062743,0.021750424,,
1.386294361,1.4008813,0.000212779,,
4.553876892,4.760898,0.042857739,,
1.791759469,2.0430923,0.063168192,,
3.091042453,3.350531,0.067334306,,
4.025351691,3.949496,0.005754086,,
4.634728988,4.7470827,0.012623357,,
3.433987204,3.547065,0.012786588,,
3.713572067,3.2310605,0.232817412,,
2.397895273,2.210631,0.035067908,,
3.401197382,3.5117161,0.012214387,,
1.609437912,2.1267743,0.267636938,,
0.693147181,1.3861907,0.48030932,,
3.33220451,3.005201,0.106931296,,
4.955827058,4.8018627,0.023705023,,
0.693147181,1.0447304,0.12361076,,
3.737669618,3.935779,0.039247327,,
2.079441542,2.0589657,0.00041926,,
0,0.29390776,0.086381771,,
2.48490665,3.1137397,0.395431005,,
1.098612289,1.7900997,0.47815484,,
1.098612289,1.5270679,0.183574211,,
5.318119994,5.2892528,0.000833315,,
3.850147602,3.7068465,0.020535206,,
1.386294361,0.61420715,0.596118662,,
3.258096538,3.2069778,0.002613125,,
4.143134726,4.1967,0.002869239,,
2.564949357,2.5891285,0.000584631,,
2.63905733,2.8386834,0.039850568,,
3.36729583,3.4940271,0.016060815,,
1.791759469,1.3396013,0.20444701,,
3.663561646,3.6489646,0.000213074,,
1.386294361,0.97020674,0.173128908,,
3.465735903,3.225909,0.057516943,,
0,0.65460044,0.428501736,,
3.258096538,3.433304,0.030697655,,
2.079441542,1.9870348,0.008539006,,
2.995732274,2.4241567,0.326698636,,
5.123963979,5.0908093,0.001099233,,
4.574710979,4.4307737,0.02071794,,
1.386294361,0.9758491,0.168465312,,
4.043051268,3.7424798,0.090343207,,
2.397895273,2.6454022,0.061259679,,
5.105945474,5.0423384,0.00404586,,
0.693147181,0.8442917,0.022844666,,
2.890371758,3.3410687,0.203127734,,
1.791759469,1.8358421,0.001943278,,
3.17805383,2.9546573,0.04990601,,
1.386294361,1.0074716,0.143506684,,
2.079441542,2.3479304,0.072086267,,
0.693147181,0.60615224,0.00756812,,
0,0.19214767,0.036920727,,
0,0.3767765,0.141960531,,
4.382026635,4.469718,0.007689776,,
3.33220451,3.7126129,0.144710543,,
0.693147181,0.8157887,0.015040942,,
3.737669618,3.4595037,0.077376278,,
3.63758616,3.5617394,0.005752731,,
2.708050201,2.825125,0.013706509,,
2.564949357,2.5835137,0.000344635,,
3.36729583,3.5063486,0.019335673,,
3.496507561,3.4658146,0.000942058,,
2.079441542,1.750121,0.108452019,,
1.386294361,1.210432,0.03092757,,
4.343805422,4.3329268,0.000118344,,
4.795790546,4.959509,0.026803732,,
3.931825633,3.9285114,1.09841E-05,,
2.397895273,2.4091048,0.000125654,,
5.541263545,5.4514027,0.008074971,,
3.688879454,3.991601,0.091640334,,
0,0.39734194,0.157880617,,
1.386294361,0.23815885,1.318215152,,
0,0.75547034,0.570735435,,
1.609437912,1.8108345,0.040560585,,
3.688879454,3.9725852,0.08048895,,
4.33073334,4.3743806,0.001905083,,
3.850147602,3.6889908,0.025971515,,
5.398162702,5.0835395,0.098987759,,
1.386294361,1.3062041,0.00641445,,
1.386294361,1.1934154,0.037202294,,
2.079441542,1.9497542,0.016818807,,
1.098612289,1.7122883,0.376598247,,
3.17805383,3.3356931,0.024850139,,
1.386294361,2.2050135,0.670301028,,
2.302585093,2.1075697,0.038031004,,
5.056245805,4.494889,0.315121463,,
3.555348061,3.404951,0.022619276,,
0,0.38246092,0.146276355,,
2.63905733,2.2599077,0.143754442,,
3.36729583,3.777949,0.168636026,,
2.995732274,2.7566833,0.057144412,,
1.791759469,1.6210147,0.029153776,,
4.060443011,3.7870636,0.074736302,,
4.394449155,4.307846,0.007500106,,
4.262679877,4.4113646,0.022107147,,
2.63905733,2.5520556,0.007569301,,
1.791759469,1.7298459,0.00383329,,
1.386294361,0.9494195,0.190859644,,
3.951243719,3.817084,0.01799883,,
1.609437912,2.0423346,0.187399542,,
5.105945474,4.919535,0.034748865,,
3.871201011,3.1175504,0.567989243,,
4.382026635,4.7030764,0.103072952,,
1.945910149,2.3438737,0.158374988,,
1.098612289,0.94757426,0.022812486,,
4.430816799,4.2170978,0.04567581,,
0,1.0050108,1.010046708,,
3.663561646,3.6615937,3.87281E-06,,
1.945910149,1.8049846,0.01986001,,
4.709530201,4.5721316,0.018878376,,
2.397895273,2.45694,0.00348628,,
0.693147181,0.7075757,0.000208182,,
2.302585093,2.3532667,0.002568625,,
4.672828834,4.6444187,0.000807136,,
0,0.064579844,0.004170556,,
2.944438979,3.114028,0.028760436,,
3.17805383,2.9534469,0.050448273,,
0,0.35354355,0.124993042,,
2.995732274,2.6082714,0.150125929,,
2.079441542,1.9631288,0.013528654,,
3.931825633,3.7916589,0.019646713,,
2.197224577,2.501673,0.092688842,,
2.302585093,2.7558851,0.205480896,,
4.454347296,4.1900034,0.069877695,,
5.730099783,5.665061,0.004230043,,
5.877735782,5.6650333,0.045242346,,
2.197224577,2.3345358,0.018854372,,
4.406719247,4.4425354,0.001282797,,
0.693147181,0.5488867,0.020811086,,
0,0.117676854,0.013847842,,
1.945910149,2.1010118,0.024056522,,
2.302585093,2.5098364,0.042953104,,
2.48490665,2.0745697,0.168376412,,
3.891820298,3.9215548,0.000884141,,
3.663561646,3.6144786,0.002409145,,
0.693147181,0.6834773,9.35066E-05,,
2.197224577,2.3933985,0.038484208,,
2.48490665,2.0304427,0.206537482,,
5.549076085,5.451914,0.009440471,,
3.465735903,2.980373,0.235577147,,
4.941642423,4.847691,0.00882687,,
4.158883083,4.06105,0.009571312,,
0,0.767051,0.588367237,,
3.044522438,2.8494287,0.038061566,,
0.693147181,0.5843537,0.011836021,,
4.787491743,5.075751,0.083093399,,
2.564949357,2.6962063,0.017228385,,
1.609437912,1.9692843,0.129489423,,
3.135494216,3.092382,0.001858663,,
2.197224577,2.428915,0.053680452,,
1.609437912,1.8633921,0.064492729,,
0,-0.037002504,0.001369185,,
4.442651256,4.443474,6.76907E-07,,
0,0.26522166,0.070342529,,
0,0.33813375,0.114334433,,
2.772588722,2.2709517,0.251639702,,
1.098612289,0.70031726,0.15863893,,
1.098612289,1.0303919,0.004654021,,
1.609437912,1.3100624,0.089625697,,
3.496507561,3.7234778,0.051515489,,
1.945910149,1.5758375,0.136953766,,
1.386294361,0.84292287,0.295252577,,
4.060443011,4.278779,0.047670604,,
4.890349128,4.636785,0.064294767,,
0,0.1956301,0.038271136,,
3.258096538,3.143255,0.013188579,,
5.710427017,5.6290407,0.006623733,,
0,0.3872574,0.149968294,,
3.555348061,3.4468045,0.011781705,,
5.267858159,5.253124,0.000217095,,
2.079441542,2.5132647,0.188202533,,
0.693147181,0.6342911,0.003464038,,
2.890371758,2.8284547,0.003833722,,
5.318119994,5.3168097,1.71687E-06,,
2.48490665,1.9666548,0.26858498,,
0,0.04499036,0.002024132,,
3.80666249,3.5546777,0.063496334,,
2.890371758,2.784703,0.011165886,,
3.555348061,3.4431243,0.012594173,,
2.197224577,1.2665842,0.866091512,,
2.48490665,1.8279543,0.43158639,,
5.645446898,5.6174884,0.000781678,,
4.59511985,4.6853046,0.008133289,,
4.584967479,4.8525825,0.0716178,,
0.693147181,0.53952074,0.023601083,,
4.007333185,4.0607977,0.002858454,,
2.564949357,2.3163824,0.061785532,,
2.564949357,2.2848015,0.078482822,,
1.386294361,1.3760849,0.000104233,,
0,0.1672149,0.027960823,,
3.912023005,3.9463353,0.001177334,,
1.386294361,1.3169755,0.004805105,,
3.258096538,3.641541,0.147029655,,
0,1.1738268,1.377869356,,
2.890371758,2.7814248,0.01186944,,
0,0.46766156,0.218707335,,
0.693147181,0.2085711,0.234813978,,
2.708050201,3.0591006,0.123236383,,
1.791759469,2.3116493,0.270285436,,
3.433987204,3.5597382,0.015813313,,
0,0.51041245,0.260520869,,
4.094344562,3.9702015,0.0154115,,
2.63905733,2.97077,0.110033296,,
4.912654886,4.9434304,0.000947132,,
2.564949357,2.457024,0.011647883,,
1.386294361,1.8804884,0.244227748,,
0,0.12073937,0.014577995,,
3.761200116,4.024111,0.069122133,,
0.693147181,2.0386124,1.810276657,,
4.17438727,4.0352,0.019373096,,
2.995732274,2.8753033,0.014503138,,
3.33220451,3.2734983,0.003446419,,
1.945910149,2.11083,0.027198557,,
0,0.26918495,0.072460537,,
3.80666249,3.9103804,0.010757405,,
3.135494216,3.1828125,0.00223902,,
4.49980967,4.54414,0.001965178,,
3.218875825,3.3892348,0.02902218,,
0,-0.027017832,0.000729963,,
4.477336814,4.4470224,0.000918964,,
3.784189634,3.8543274,0.004919306,,
3.295836866,3.2363899,0.003533942,,
0,0.3825886,0.146374037,,
3.36729583,3.4757106,0.011753762,,
3.688879454,3.1308317,0.311417296,,
0,0.017920166,0.000321132,,
1.945910149,1.8634619,0.006797714,,
4.262679877,4.3559513,0.008699558,,
5.476463552,5.5715194,0.009035614,,
4.744932128,4.3336034,0.169191323,,
3.912023005,3.5561645,0.126635276,,
1.791759469,1.8630099,0.005076624,,
1.609437912,2.0124526,0.162420838,,
4.025351691,3.8805952,0.020954442,,
0.693147181,1.2283188,0.286408662,,
0,0.22906685,0.052471622,,
0.693147181,0.7415803,0.002345767,,
0.693147181,0.75488424,0.003811465,,
3.36729583,3.3315232,0.001279681,,
4.48863637,4.7281537,0.057368551,,
3.610917913,3.7277863,0.01365822,,
1.386294361,1.4575281,0.005074246,,
0.693147181,0.8358568,0.020366035,,
3.044522438,2.3632069,0.464190862,,
3.663561646,3.146399,0.267457203,,
0.693147181,0.81339765,0.014460175,,
2.708050201,3.0667918,0.128695535,,
0.693147181,0.40120322,0.085231276,,
3.295836866,3.199107,0.009356667,,
1.791759469,1.6840212,0.011607535,,
2.708050201,3.0621645,0.125396937,,
2.63905733,2.540397,0.009733861,,
1.098612289,1.2599895,0.026042604,,
2.772588722,2.296095,0.227046267,,
3.610917913,3.4884458,0.014999418,,
2.944438979,2.8404179,0.010820385,,
3.401197382,3.364988,0.001311119,,
2.944438979,2.448981,0.245478609,,
4.143134726,3.783513,0.129327786,,
4.48863637,4.4781303,0.000110378,,
3.737669618,3.6177337,0.014384624,,
0,0.10144746,0.010291587,,
3.583518938,3.360946,0.049538713,,
4.234106505,4.796682,0.316491188,,
4.605170186,4.4462786,0.025246536,,
3.713572067,3.7416117,0.000786221,,
5.484796933,5.5106645,0.000669131,,
1.098612289,1.4555268,0.127387968,,
4.094344562,3.4891946,0.366206477,,
2.197224577,1.5101088,0.472128091,,
1.098612289,0.9968355,0.010358515,,
3.688879454,3.0143666,0.45496759,,
0.693147181,0.6931157,9.91026E-10,,
1.098612289,0.58461165,0.264196657,,
4.477336814,4.390075,0.007614624,,
4.836281907,4.639442,0.038745949,,
1.791759469,1.8697078,0.006075942,,
5.123963979,5.2026796,0.006196149,,
0.693147181,0.6033033,0.008071923,,
0.693147181,0.9049327,0.044853106,,
5.129898715,5.1400957,0.000103979,,
1.098612289,1.0321479,0.004417515,,
2.890371758,2.4900503,0.16025727,,
0,0.055767328,0.003109995,,
0,0.49421382,0.2442473,,
2.079441542,1.8521221,0.051674129,,
4.465908119,4.243785,0.04933868,,
0.693147181,0.47168294,0.04904641,,
0,0.22089005,0.048792414,,
2.397895273,2.2560523,0.020119429,,
0,0.67402434,0.454308811,,
4.624972813,4.8595905,0.055045459,,
2.890371758,2.8459878,0.001969936,,
0,-0.023040831,0.00053088,,
1.609437912,1.7628542,0.023536557,,
3.33220451,3.64046,0.095021447,,
3.80666249,3.5740716,0.054098522,,
2.302585093,2.1400428,0.026419997,,
2.48490665,2.375606,0.011946632,,
2.833213344,2.7510054,0.006758146,,
3.610917913,3.40592,0.042024144,,
3.36729583,3.7847664,0.174281677,,
4.248495242,4.063305,0.034295426,,
3.713572067,3.898516,0.034204258,,
1.098612289,1.3324101,0.054661417,,
2.890371758,2.5733294,0.100515857,,
1.609437912,1.0096531,0.359741821,,
4.248495242,4.2541323,3.17764E-05,,
3.80666249,3.900735,0.008849637,,
1.945910149,1.7751775,0.029149637,,
3.17805383,3.392868,0.046145127,,
3.044522438,3.0880318,0.001893065,,
4.290459441,4.299242,7.71333E-05,,
5.068904202,4.8289323,0.057586514,,
1.945910149,1.6728839,0.074543333,,
5.556828062,5.5867734,0.000896723,,
3.583518938,3.476328,0.011489897,,
2.48490665,2.5699115,0.007225825,,
4.521788577,4.6969748,0.030690213,,
3.218875825,3.468864,0.062494088,,
2.197224577,1.9838446,0.045531015,,
1.386294361,1.5146971,0.016487263,,
3.135494216,3.1513987,0.000252953,,
3.970291914,4.1692677,0.039591364,,
4.158883083,3.7599382,0.15915702,,
1.609437912,1.7302237,0.014589206,,
3.850147602,3.7458131,0.010885688,,
4.442651256,4.424655,0.000323865,,
5.278114659,5.337509,0.003527688,,
5.123963979,5.1660004,0.001767061,,
1.386294361,1.2309415,0.024134511,,
3.295836866,3.5192757,0.049924913,,
4.007333185,3.9742355,0.001095457,,
3.218875825,3.2830925,0.004123781,,
2.944438979,2.9270258,0.000303219,,
3.688879454,3.981332,0.085528492,,
1.609437912,1.7866135,0.031391189,,
5.393627546,5.352917,0.001657349,,
4.356708827,4.034631,0.103734126,,
3.258096538,3.473053,0.046206281,,
1.609437912,1.7520527,0.020338978,,
3.17805383,2.8989205,0.077915416,,
2.833213344,2.707197,0.015880119,,
0.693147181,0.800374,0.011497591,,
4.077537444,4.3136477,0.055748053,,
3.871201011,4.2853413,0.171512179,,
0,0.25322905,0.064124952,,
2.48490665,1.9751017,0.259901087,,
0,0.6530492,0.426473258,,
2.772588722,2.7628202,9.5424E-05,,
3.33220451,3.4719663,0.019533358,,
3.871201011,4.281392,0.168256648,,
4.304065093,4.102607,0.040585363,,
1.386294361,1.8734081,0.237279795,,
2.995732274,3.1953814,0.039859774,,
4.828313737,4.90227,0.005469529,,
1.945910149,2.0811071,0.018278216,,
4.290459441,4.348261,0.00334102,,
3.295836866,3.351132,0.003057552,,
4.442651256,4.645949,0.041329973,,
4.521788577,4.432597,0.007955137,,
3.218875825,3.1224916,0.009289919,,
2.197224577,2.3292112,0.017420469,,
2.48490665,2.4657102,0.000368504,,
1.386294361,1.2881969,0.009623112,,
2.564949357,2.312038,0.063964155,,
3.17805383,2.8020456,0.141382189,,
1.609437912,1.8095462,0.040043327,,
2.564949357,2.1607141,0.163406143,,
1.609437912,0.9986484,0.373063828,,
0,0.3606712,0.130083715,,
3.610917913,3.495368,0.013351782,,
4.762173935,4.5116906,0.062741901,,
1.791759469,1.7245913,0.004511563,,
5.030437921,4.97864,0.002683025,,
3.713572067,3.5879984,0.015768746,,
1.098612289,0.77707887,0.103383739,,
1.386294361,1.1782289,0.043291236,,
2.48490665,2.3456385,0.019395618,,
4.317488114,4.3350325,0.000307805,,
3.63758616,3.216722,0.177126641,,
4.584967479,4.618971,0.001156239,,
3.871201011,3.729009,0.020218568,,
5.220355825,5.2191563,1.43886E-06,,
2.079441542,1.9849168,0.008934927,,
4.718498871,4.5800676,0.019163217,,
4.682131227,4.392787,0.083720082,,
1.791759469,0.96305215,0.686755821,,
1.945910149,2.3633668,0.174270055,,
1.098612289,0.6957156,0.162325742,,
4.770684624,4.76597,2.22277E-05,,
2.302585093,1.8002539,0.252336627,,
2.302585093,2.4577782,0.0240849,,
1.791759469,1.1622041,0.396339963,,
1.098612289,1.5126368,0.171416296,,
2.772588722,3.1811647,0.16693433,,
5.003946306,4.6015034,0.161960293,,
4.369447852,4.5291705,0.025511324,,
3.663561646,3.6436934,0.000394747,,
0,0.4275182,0.182771811,,
2.197224577,2.2436523,0.002155533,,
0,0.5188611,0.269216841,,
4.094344562,3.9781108,0.013510287,,
4.615120517,4.5324154,0.006840136,,
3.433987204,3.2831037,0.022765832,,
3.784189634,3.5428889,0.058226044,,
0,0.26338696,0.069372691,,
1.386294361,1.5683572,0.033146877,,
0,0.26699603,0.07128688,,
0.693147181,1.2925702,0.359307956,,
3.526360525,3.3869684,0.019430164,,
0.693147181,1.009433,0.10003672,,
4.248495242,4.0917416,0.024571704,,
4.736198448,4.5508995,0.0343357,,
1.098612289,0.6097377,0.238998363,,
2.833213344,2.9877372,0.023877622,,
3.526360525,3.6047394,0.006143248,,
0,0.4001553,0.160124264,,
5.147494477,4.743622,0.163112978,,
1.386294361,1.5269327,0.019779142,,
4.219507705,4.117921,0.010319859,,
4.369447852,4.2556524,0.012949405,,
4.65396035,4.584322,0.0048495,,
1.945910149,1.7918202,0.023743712,,
4.17438727,4.236285,0.003831329,,
3.091042453,2.9684322,0.015033274,,
4.927253685,5.0359097,0.01180613,,
2.397895273,2.5826252,0.034125146,,
0,0.34298813,0.117640857,,
0,-0.06556517,0.004298792,,
2.63905733,2.3659394,0.074593403,,
3.80666249,3.690147,0.013575859,,
4.204692619,4.08991,0.01317505,,
5.209486153,5.2464523,0.001366496,,
2.197224577,2.4228659,0.050914006,,
1.791759469,1.7456567,0.002125465,,
1.945910149,1.487893,0.209779709,,
5.075173815,5.0134063,0.003815226,,
3.583518938,3.2946076,0.083469761,,
4.077537444,4.1491365,0.005126425,,
3.17805383,3.2222965,0.001957414,,
5.236441963,5.0650725,0.029367493,,
1.945910149,2.055964,0.01211185,,
1.098612289,0.9753474,0.015194233,,
4.219507705,4.035997,0.033676179,,
2.708050201,3.069231,0.130451569,,
0,0.19083351,0.036417429,,
0,0.22792473,0.051949683,,
1.386294361,1.3600912,0.000686606,,
4.927253685,4.470296,0.208810326,,
1.609437912,1.5170213,0.00854083,,
3.17805383,3.1994302,0.000456949,,
0,0.09862995,0.009727867,,
0.693147181,0.39556837,0.088553148,,
2.564949357,2.3401055,0.05055476,,
2.079441542,2.640422,0.314699075,,
2.995732274,2.8504834,0.021097235,,
1.386294361,1.3968673,0.000111787,,
3.583518938,3.4028442,0.032643361,,
4.262679877,4.228256,0.001185003,,
0.693147181,0.41733754,0.076070958,,
4.736198448,5.1673245,0.185869672,,
2.833213344,2.656767,0.031133312,,
2.63905733,2.465015,0.030290732,,
1.609437912,1.3853781,0.0502028,,
3.688879454,3.6417277,0.002223288,,
0,-0.062505126,0.003906891,,
2.944438979,2.791463,0.02340165,,
3.465735903,3.7434967,0.07715106,,
3.218875825,2.8560812,0.13161994,,
1.386294361,1.2461874,0.019629961,,
3.891820298,3.4671953,0.180306389,,
3.688879454,3.7051942,0.000266171,,
4.007333185,3.9655657,0.001744523,,
3.135494216,3.085509,0.002498522,,
4.454347296,4.177967,0.076386068,,
2.833213344,2.4292154,0.163214339,,
5.720311777,5.687432,0.00108108,,
0.693147181,0.07465419,0.382533579,,
1.386294361,0.8221473,0.318261907,,
3.850147602,4.2238684,0.139667235,,
1.386294361,1.447752,0.003777041,,
3.80666249,3.7871382,0.000381198,,
3.784189634,3.9838097,0.039848171,,
3.091042453,2.7441742,0.120317585,,
4.043051268,3.8202584,0.049636662,,
4.787491743,4.661553,0.015860567,,
3.401197382,3.7168608,0.099643394,,
1.098612289,1.0624914,0.001304719,,
3.135494216,2.7704453,0.133260711,,
4.700480366,4.5712333,0.016704804,,
4.043051268,4.0869064,0.001923273,,
1.098612289,0.82436013,0.075214247,,
4.543294782,4.6596217,0.013531952,,
3.295836866,3.429695,0.017918,,
3.583518938,4.1419096,0.311800131,,
3.17805383,3.2699716,0.008448876,,
3.17805383,3.1344335,0.001902733,,
0.693147181,1.1366167,0.196665215,,
2.564949357,3.056452,0.241574848,,
1.791759469,2.2585166,0.217862219,,
1.791759469,2.0826418,0.08461253,,
3.17805383,3.2833555,0.011088442,,
3.526360525,3.6990721,0.029829288,,
2.079441542,1.8054962,0.07504605,,
1.609437912,1.305147,0.092592959,,
1.386294361,0.85780215,0.279304017,,
3.988984047,4.224541,0.055487078,,
2.833213344,3.0112453,0.031695377,,
5.442417711,5.6014447,0.025289583,,
0.693147181,0.7977935,0.010950852,,
2.944438979,3.2818885,0.113872179,,
1.386294361,1.6412861,0.065020787,,
2.833213344,2.1619601,0.450580918,,
3.761200116,3.7682374,4.95234E-05,,
4.127134385,4.2276797,0.01010936,,
3.737669618,3.9363205,0.039462173,,
2.48490665,2.7878454,0.091771886,,
4.043051268,3.3095078,0.538086019,,
4.828313737,4.8383875,0.000101481,,
1.386294361,1.0979972,0.083115253,,
1.609437912,2.2442646,0.403004923,,
2.708050201,3.137659,0.18456372,,
1.098612289,0.72588307,0.13892707,,
3.663561646,3.7310195,0.004550562,,
1.609437912,2.0413804,0.186574313,,
0,0.8154947,0.665031606,,
3.295836866,3.266706,0.000848607,,
1.386294361,1.8790252,0.24278368,,
5.220355825,5.2551446,0.001210259,,
4.290459441,4.2688227,0.000468149,,
0,0.12582028,0.015830743,,
0,0.15688547,0.024613051,,
4.510859507,4.5482483,0.001397922,,
2.079441542,2.0614567,0.000323455,,
2.197224577,2.3886194,0.036631978,,
3.988984047,3.921805,0.004513024,,
1.386294361,0.8781699,0.258190468,,
2.197224577,1.7686366,0.183687654,,
2.772588722,2.892673,0.014420234,,
0.693147181,0.85497886,0.026189492,,
1.609437912,1.720458,0.01232546,,
4.543294782,4.358999,0.033964935,,
1.098612289,1.7580249,0.434824992,,
1.945910149,2.9374955,0.983241508,,
1.098612289,0.7445419,0.12536584,,
2.995732274,2.4856014,0.260233508,,
0.693147181,0.43164435,0.06838373,,
4.804021045,4.9387045,0.018139633,,
3.713572067,3.388605,0.105603594,,
4.356708827,4.35095,3.31641E-05,,
1.791759469,1.307838,0.234179988,,
2.944438979,3.0866742,0.020230858,,
2.995732274,2.2604747,0.540603699,,
0,-0.20545018,0.042209776,,
4.532599493,4.2828064,0.062396589,,
4.406719247,4.7201967,0.098268113,,
3.17805383,3.2097178,0.001002607,,
4.043051268,4.022952,0.000403981,,
1.609437912,1.3529611,0.065780355,,
1.386294361,1.4016738,0.000236527,,
4.33073334,4.076147,0.064814205,,
5.036952602,5.056977,0.000400976,,
2.890371758,2.4315548,0.210513001,,
4.356708827,4.2632346,0.008737431,,
0,0.4434834,0.196677526,,
0.693147181,1.2236539,0.281437379,,
1.098612289,0.77308345,0.105969025,,
1.791759469,2.3526433,0.314590672,,
4.33073334,4.2536583,0.005940562,,
2.197224577,2.4161553,0.047930661,,
1.386294361,1.3618851,0.000595812,,
2.890371758,2.4235792,0.217895292,,
1.098612289,0.77514696,0.104629819,,
4.454347296,4.3570976,0.009457503,,
2.772588722,2.5959754,0.031192266,,
3.610917913,3.3031952,0.094693268,,
2.995732274,2.4987612,0.246980248,,
0,-0.06131798,0.003759895,,
0.693147181,0.6030756,0.00811289,,
1.386294361,1.6058345,0.048197873,,
4.094344562,4.2442236,0.022463726,,
2.397895273,2.756749,0.128775998,,
3.63758616,3.9568572,0.101933997,,
5.501258211,5.6364923,0.018288259,,
0,0.16295782,0.026555251,,
3.091042453,2.9344826,0.024510988,,
3.091042453,3.270436,0.032182045,,
2.890371758,2.807874,0.00680588,,
3.135494216,3.167572,0.001028984,,
2.995732274,2.9613864,0.001179639,,
0.693147181,0.8446712,0.022959528,,
0.693147181,0.6724432,0.000428655,,
3.526360525,3.0028331,0.274080964,,
1.945910149,2.1843827,0.056869158,,
0,0.732067,0.535922092,,
3.80666249,3.8805416,0.005458123,,
1.386294361,2.2427876,0.733580668,,
2.302585093,2.457127,0.023883201,,
3.713572067,3.6667066,0.002196372,,
3.912023005,3.7388268,0.029996926,,
0,0.08429921,0.007106357,,
1.386294361,1.2678434,0.01403063,,
1.386294361,1.053983,0.110430841,,
3.871201011,3.6787682,0.037030387,,
5.141663557,5.1308208,0.000117565,,
4.043051268,3.3486505,0.482192426,,
4.394449155,4.4507685,0.003171869,,
4.317488114,4.281052,0.00132759,,
0,-0.003468335,1.20293E-05,,
2.995732274,3.005992,0.000105262,,
0,0.5322058,0.283243014,,
2.197224577,1.4540637,0.55228809,,
5.257495372,5.3320847,0.005563568,,
1.791759469,1.7513559,0.001632448,,
1.098612289,0.8771694,0.049036953,,
2.890371758,2.803779,0.007498306,,
5.204006687,4.7391,0.216138228,,
3.17805383,3.1155696,0.003904279,,
0,0.087445706,0.007646751,,
2.302585093,1.7892452,0.263517846,,
1.098612289,0.9297772,0.028505287,,
3.784189634,3.5844088,0.039912382,,
1.791759469,1.8886963,0.009396749,,
3.401197382,3.3299897,0.005070534,,
1.791759469,1.8426759,0.002592483,,
2.63905733,2.5548596,0.007089258,,
0,0.14377883,0.020672352,,
3.931825633,3.9839668,0.002718701,,
2.772588722,2.8514767,0.006223313,,
4.025351691,3.9154124,0.012086648,,
2.079441542,1.756973,0.10398596,,
3.044522438,2.7812195,0.069328437,,
3.33220451,3.387439,0.003050849,,
2.079441542,1.9040068,0.030777349,,
2.302585093,2.480364,0.03160534,,
3.970291914,3.841365,0.016622149,,
4.189654742,4.248991,0.003520792,,
2.890371758,3.0053735,0.013225401,,
3.931825633,4.2019415,0.072962582,,
3.135494216,3.3869915,0.063250884,,
2.397895273,1.8676194,0.281192501,,
1.386294361,1.0673971,0.101695463,,
3.850147602,3.7054892,0.020926053,,
4.990432587,5.1680026,0.03153111,,
1.098612289,1.3730097,0.075293939,,
4.912654886,4.884787,0.000776619,,
4.343805422,4.3329268,0.000118344,,
0.693147181,0.5561774,0.018760721,,
3.850147602,3.8281724,0.000482909,,
4.262679877,4.334528,0.005162153,,
2.197224577,2.2243605,0.000736358,,
2.63905733,2.3917687,0.061151666,,
2.772588722,2.5365005,0.055737649,,
2.890371758,2.619986,0.073108458,,
3.135494216,3.3669324,0.053563633,,
2.302585093,2.579223,0.076528532,,
4.204692619,4.2482395,0.001896331,,
0.693147181,0.38260853,0.096434253,,
2.708050201,2.748403,0.001628348,,
2.564949357,2.4231782,0.020099061,,
3.555348061,3.4151149,0.01966534,,
3.295836866,3.5653706,0.072648434,,
0.693147181,1.2469041,0.306646726,,
2.944438979,2.917607,0.000719955,,
3.526360525,3.7455473,0.048042843,,
0.693147181,1.0398118,0.120176358,,
2.397895273,2.3114052,0.007480533,,
1.791759469,0.92168486,0.757029826,,
3.610917913,3.8634405,0.063767657,,
3.761200116,3.9583566,0.038870679,,
3.091042453,2.9341688,0.024609343,,
3.610917913,4.171007,0.313699786,,
