dteday,season,hr,holiday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
06/05/2011,2,23,0,1,1,0.44,0.4394,0.82,0.1343,27,93,120
07/05/2011,2,0,0,0,1,0.42,0.4242,0.82,0.1343,10,76,86
07/05/2011,2,1,0,0,1,0.42,0.4242,0.82,0.1045,8,50,58
07/05/2011,2,2,0,0,1,0.42,0.4242,0.82,0.0896,5,47,52
07/05/2011,2,3,0,0,1,0.42,0.4242,0.77,0.0896,9,9,18
07/05/2011,2,4,0,0,1,0.4,0.4091,0.82,0.1045,1,4,5
07/05/2011,2,5,0,0,1,0.46,0.4545,0.59,0.1343,4,3,7
07/05/2011,2,6,0,0,1,0.42,0.4242,0.77,0.0896,1,12,13
07/05/2011,2,7,0,0,1,0.48,0.4697,0.59,0,8,32,40
07/05/2011,2,8,0,0,1,0.52,0.5,0.52,0.194,19,96,115
07/05/2011,2,9,0,0,1,0.54,0.5152,0.49,0.2836,54,164,218
07/05/2011,2,10,0,0,1,0.56,0.5303,0.49,0.2985,90,208,298
07/05/2011,2,11,0,0,1,0.56,0.5303,0.43,0,132,215,347
07/05/2011,2,12,0,0,1,0.6,0.6212,0.4,0.194,129,244,373
07/05/2011,2,13,0,0,1,0.6,0.6212,0.35,0.2836,196,240,436
07/05/2011,2,14,0,0,3,0.6,0.6212,0.35,0.1642,143,235,378
07/05/2011,2,15,0,0,1,0.6,0.6212,0.38,0.2537,148,230,378
07/05/2011,2,16,0,0,1,0.6,0.6212,0.38,0.194,119,223,342
07/05/2011,2,17,0,0,1,0.58,0.5455,0.4,0.2239,138,216,354
07/05/2011,2,18,0,0,1,0.58,0.5455,0.37,0.1642,114,175,289
07/05/2011,2,19,0,0,1,0.56,0.5303,0.43,0.194,88,179,267
07/05/2011,2,20,0,0,1,0.56,0.5303,0.43,0.1343,82,137,219
07/05/2011,2,21,0,0,1,0.54,0.5152,0.49,0.2239,58,124,182
07/05/2011,2,22,0,0,1,0.54,0.5152,0.49,0.194,26,94,120
07/05/2011,2,23,0,0,1,0.5,0.4848,0.59,0.1045,30,89,119
08/05/2011,2,0,0,0,2,0.5,0.4848,0.59,0.1045,22,78,100
08/05/2011,2,1,0,0,2,0.52,0.5,0.55,0,8,56,64
08/05/2011,2,2,0,0,1,0.48,0.4697,0.63,0,17,42,59
08/05/2011,2,3,0,0,1,0.46,0.4545,0.72,0.0896,10,21,31
08/05/2011,2,4,0,0,1,0.42,0.4242,0.82,0,2,8,10
08/05/2011,2,5,0,0,2,0.44,0.4394,0.77,0,0,5,5
08/05/2011,2,6,0,0,2,0.44,0.4394,0.82,0,2,4,6
08/05/2011,2,7,0,0,2,0.46,0.4545,0.82,0,8,15,23
08/05/2011,2,8,0,0,1,0.52,0.5,0.63,0.1343,28,58,86
08/05/2011,2,9,0,0,1,0.56,0.5303,0.52,0.2239,48,112,160
08/05/2011,2,10,0,0,1,0.58,0.5455,0.49,0.1343,91,153,244
08/05/2011,2,11,0,0,1,0.58,0.5455,0.49,0.0896,142,198,340
08/05/2011,2,12,0,0,1,0.6,0.6212,0.46,0.0896,139,243,382
08/05/2011,2,13,0,0,1,0.6,0.6212,0.49,0.1343,166,224,390
08/05/2011,2,14,0,0,1,0.6,0.6212,0.49,0,126,240,366
08/05/2011,2,15,0,0,1,0.6,0.6212,0.49,0,128,230,358
08/05/2011,2,16,0,0,1,0.6,0.6212,0.46,0.1045,122,263,385
08/05/2011,2,17,0,0,3,0.58,0.5455,0.49,0.2836,106,245,351
08/05/2011,2,18,0,0,1,0.58,0.5455,0.49,0,63,205,268
08/05/2011,2,19,0,0,1,0.56,0.5303,0.64,0,61,178,239
08/05/2011,2,20,0,0,1,0.52,0.5,0.77,0.1343,42,132,174
08/05/2011,2,21,0,0,1,0.52,0.5,0.77,0.0896,32,95,127
08/05/2011,2,22,0,0,1,0.5,0.4848,0.88,0.0896,29,86,115
08/05/2011,2,23,0,0,1,0.46,0.4545,0.88,0.0896,9,41,50
09/05/2011,2,0,0,1,1,0.46,0.4545,0.82,0.0896,31,22,53
09/05/2011,2,1,0,1,1,0.44,0.4394,0.88,0,25,8,33
09/05/2011,2,2,0,1,1,0.44,0.4394,0.94,0,6,2,8
09/05/2011,2,3,0,1,1,0.46,0.4545,0.82,0.0896,0,7,7
09/05/2011,2,4,0,1,1,0.42,0.4242,0.82,0.1642,0,4,4
09/05/2011,2,5,0,1,1,0.42,0.4242,0.77,0.1642,0,23,23
09/05/2011,2,6,0,1,1,0.44,0.4394,0.72,0.2537,2,87,89
09/05/2011,2,7,0,1,1,0.48,0.4697,0.63,0.2537,16,221,237
09/05/2011,2,8,0,1,1,0.52,0.5,0.55,0.2239,23,351,374
09/05/2011,2,9,0,1,1,0.54,0.5152,0.56,0.1642,36,142,178
09/05/2011,2,10,0,1,1,0.56,0.5303,0.52,0.194,24,95,119
09/05/2011,2,11,0,1,1,0.6,0.6212,0.46,0.2239,26,99,125
09/05/2011,2,12,0,1,1,0.6,0.6212,0.43,0.194,35,160,195
09/05/2011,2,13,0,1,1,0.62,0.6212,0.38,0.2836,36,138,174
09/05/2011,2,14,0,1,1,0.62,0.6212,0.41,0.2239,44,118,162
09/05/2011,2,15,0,1,1,0.62,0.6212,0.41,0.2239,51,148,199
09/05/2011,2,16,0,1,1,0.64,0.6212,0.38,0.2239,49,255,304
09/05/2011,2,17,0,1,1,0.62,0.6212,0.38,0.2537,59,539,598
09/05/2011,2,18,0,1,1,0.62,0.6212,0.38,0.2985,66,458,524
09/05/2011,2,19,0,1,1,0.58,0.5455,0.43,0.194,45,339,384
09/05/2011,2,20,0,1,1,0.54,0.5152,0.49,0.194,25,214,239
09/05/2011,2,21,0,1,1,0.52,0.5,0.59,0.1343,28,128,156
09/05/2011,2,22,0,1,1,0.52,0.5,0.68,0.0896,21,95,116
09/05/2011,2,23,0,1,1,0.5,0.4848,0.68,0.0896,16,45,61
10/05/2011,2,0,0,1,1,0.48,0.4697,0.63,0,6,12,18
10/05/2011,2,1,0,1,1,0.46,0.4545,0.59,0.0896,3,12,15
10/05/2011,2,2,0,1,1,0.44,0.4394,0.58,0.1343,1,4,5
10/05/2011,2,3,0,1,1,0.44,0.4394,0.54,0.194,1,3,4
10/05/2011,2,4,0,1,1,0.42,0.4242,0.62,0.2537,0,2,2
10/05/2011,2,5,0,1,1,0.4,0.4091,0.66,0.2239,1,28,29
10/05/2011,2,6,0,1,1,0.42,0.4242,0.67,0.1343,9,103,112
10/05/2011,2,7,0,1,2,0.44,0.4394,0.62,0.1343,13,301,314
10/05/2011,2,8,0,1,2,0.5,0.4848,0.51,0.1045,28,397,425
10/05/2011,2,9,0,1,2,0.52,0.5,0.48,0.1045,29,176,205
10/05/2011,2,10,0,1,2,0.56,0.5303,0.37,0.0896,27,100,127
10/05/2011,2,11,0,1,2,0.56,0.5303,0.43,0.1343,17,108,125
10/05/2011,2,12,0,1,2,0.6,0.6212,0.38,0,47,170,217
10/05/2011,2,13,0,1,2,0.62,0.6212,0.38,0.2537,50,152,202
10/05/2011,2,14,0,1,2,0.62,0.6212,0.33,0,42,134,176
10/05/2011,2,15,0,1,2,0.64,0.6212,0.33,0.0896,28,152,180
10/05/2011,2,16,0,1,1,0.66,0.6212,0.31,0.1045,56,271,327
10/05/2011,2,17,0,1,1,0.64,0.6212,0.33,0,79,532,611
10/05/2011,2,18,0,1,1,0.64,0.6212,0.29,0.1343,70,480,550
10/05/2011,2,19,0,1,1,0.6,0.6212,0.43,0.2239,69,365,434
10/05/2011,2,20,0,1,1,0.54,0.5152,0.6,0.1343,50,241,291
10/05/2011,2,21,0,1,1,0.54,0.5152,0.52,0,30,173,203
10/05/2011,2,22,0,1,1,0.52,0.5,0.55,0.1045,29,121,150
10/05/2011,2,23,0,1,2,0.52,0.5,0.59,0.1343,9,72,81
11/05/2011,2,0,0,1,2,0.52,0.5,0.55,0.1343,8,30,38
11/05/2011,2,1,0,1,2,0.5,0.4848,0.59,0.1045,4,16,20
11/05/2011,2,2,0,1,1,0.52,0.5,0.59,0,6,4,10
11/05/2011,2,3,0,1,1,0.5,0.4848,0.63,0.2239,0,3,3
11/05/2011,2,4,0,1,2,0.48,0.4697,0.88,0.1343,0,2,2
11/05/2011,2,5,0,1,1,0.46,0.4545,0.88,0.1343,0,20,20
11/05/2011,2,6,0,1,1,0.46,0.4545,0.82,0.1343,6,93,99
11/05/2011,2,7,0,1,1,0.48,0.4697,0.72,0.194,25,293,318
11/05/2011,2,8,0,1,1,0.48,0.4697,0.77,0.2537,21,421,442
11/05/2011,2,9,0,1,1,0.52,0.5,0.72,0.1343,21,182,203
11/05/2011,2,10,0,1,1,0.54,0.5152,0.68,0.0896,30,124,154
11/05/2011,2,11,0,1,1,0.56,0.5303,0.64,0.0896,18,123,141
11/05/2011,2,12,0,1,1,0.6,0.6212,0.56,0,41,185,226
11/05/2011,2,13,0,1,1,0.62,0.6212,0.5,0,36,157,193
11/05/2011,2,14,0,1,1,0.62,0.6212,0.53,0.0896,36,141,177
11/05/2011,2,15,0,1,1,0.64,0.6212,0.41,0,48,131,179
11/05/2011,2,16,0,1,1,0.66,0.6212,0.39,0,49,240,289
11/05/2011,2,17,0,1,1,0.64,0.6212,0.47,0.1045,17,242,259
11/05/2011,2,18,0,1,1,0.62,0.6212,0.5,0.2985,40,234,274
11/05/2011,2,19,0,1,1,0.56,0.5303,0.52,0.1343,60,341,401
11/05/2011,2,20,0,1,1,0.54,0.5152,0.64,0.1343,28,245,273
11/05/2011,2,21,0,1,1,0.54,0.5152,0.6,0,32,202,234
11/05/2011,2,22,0,1,1,0.5,0.4848,0.72,0.2537,12,134,146
11/05/2011,2,23,0,1,1,0.46,0.4545,0.88,0.2537,12,69,81
12/05/2011,2,0,0,1,2,0.46,0.4545,0.88,0.2239,5,39,44
12/05/2011,2,1,0,1,1,0.46,0.4545,0.88,0.2239,1,16,17
12/05/2011,2,2,0,1,1,0.44,0.4394,0.94,0.194,1,14,15
12/05/2011,2,3,0,1,1,0.44,0.4394,0.88,0.1343,0,5,5
12/05/2011,2,4,0,1,1,0.42,0.4242,0.94,0,1,5,6
12/05/2011,2,5,0,1,1,0.42,0.4242,0.94,0.1343,2,27,29
12/05/2011,2,6,0,1,1,0.44,0.4394,0.88,0,9,103,112
12/05/2011,2,7,0,1,1,0.46,0.4545,0.88,0.1343,14,283,297
12/05/2011,2,8,0,1,1,0.48,0.4697,0.82,0.194,27,394,421
12/05/2011,2,9,0,1,2,0.5,0.4848,0.77,0.2836,21,191,212
12/05/2011,2,10,0,1,2,0.54,0.5152,0.68,0.2239,28,119,147
12/05/2011,2,11,0,1,1,0.58,0.5455,0.6,0.2239,43,136,179
12/05/2011,2,12,0,1,1,0.58,0.5455,0.6,0.2239,43,164,207
12/05/2011,2,13,0,1,2,0.62,0.6212,0.57,0.2985,48,170,218
12/05/2011,2,14,0,1,2,0.62,0.6061,0.61,0.2239,43,148,191
12/05/2011,2,15,0,1,2,0.64,0.6212,0.53,0.2537,54,163,217
12/05/2011,2,16,0,1,2,0.64,0.6212,0.57,0.2537,50,238,288
12/05/2011,2,17,0,1,2,0.64,0.6212,0.57,0.194,54,540,594
12/05/2011,2,18,0,1,1,0.62,0.6061,0.69,0.2239,64,463,527
12/05/2011,2,19,0,1,2,0.6,0.6061,0.64,0.194,59,305,364
12/05/2011,2,20,0,1,1,0.6,0.6061,0.64,0.194,56,220,276
12/05/2011,2,21,0,1,1,0.56,0.5303,0.83,0.1343,31,192,223
12/05/2011,2,22,0,1,1,0.54,0.5152,0.83,0.194,25,147,172
12/05/2011,2,23,0,1,2,0.54,0.5152,0.77,0.194,16,87,103
13/05/2011,2,0,0,1,2,0.52,0.5,0.83,0.1642,6,46,52
13/05/2011,2,1,0,1,1,0.52,0.5,0.83,0.1642,5,15,20
13/05/2011,2,2,0,1,2,0.5,0.4848,0.88,0.1343,3,8,11
13/05/2011,2,3,0,1,2,0.5,0.4848,0.88,0.1343,2,2,4
13/05/2011,2,4,0,1,3,0.5,0.4848,0.88,0.1642,2,3,5
13/05/2011,2,5,0,1,2,0.5,0.4848,0.88,0.194,1,24,25
13/05/2011,2,6,0,1,3,0.5,0.4848,0.88,0.1343,6,76,82
13/05/2011,2,7,0,1,3,0.5,0.4848,0.88,0.1642,16,141,157
13/05/2011,2,8,0,1,2,0.5,0.4848,0.88,0.194,26,361,387
13/05/2011,2,9,0,1,2,0.5,0.4848,0.88,0.194,18,215,233
13/05/2011,2,10,0,1,2,0.52,0.5,0.83,0.1343,31,99,130
13/05/2011,2,11,0,1,2,0.52,0.5,0.83,0.1642,56,90,146
13/05/2011,2,12,0,1,2,0.52,0.5,0.88,0.194,53,170,223
13/05/2011,2,13,0,1,2,0.52,0.5,0.88,0.3881,69,157,226
13/05/2011,2,14,0,1,2,0.52,0.5,0.87,0.2836,70,120,190
13/05/2011,2,15,0,1,2,0.52,0.5,0.88,0.1642,56,142,198
13/05/2011,2,16,0,1,2,0.52,0.5,0.88,0.1343,44,256,300
13/05/2011,2,17,0,1,3,0.52,0.5,0.88,0.1642,62,429,491
13/05/2011,2,18,0,1,3,0.52,0.5,0.88,0.1642,39,359,398
13/05/2011,2,19,0,1,2,0.52,0.5,0.83,0.194,25,245,270
13/05/2011,2,20,0,1,2,0.52,0.5,0.83,0.1343,22,130,152
13/05/2011,2,21,0,1,2,0.52,0.5,0.84,0.1642,24,130,154
13/05/2011,2,22,0,1,2,0.52,0.5,0.83,0.2239,25,107,132
13/05/2011,2,23,0,1,3,0.5,0.4848,0.88,0.1642,31,88,119
14/05/2011,2,0,0,0,2,0.5,0.4848,0.88,0.1343,24,78,102
14/05/2011,2,1,0,0,2,0.5,0.4848,0.88,0.1343,18,64,82
14/05/2011,2,2,0,0,2,0.5,0.4848,0.88,0.1343,15,37,52
14/05/2011,2,3,0,0,2,0.5,0.4848,0.88,0.1343,5,30,35
14/05/2011,2,4,0,0,2,0.5,0.4848,0.82,0.1642,1,4,5
14/05/2011,2,5,0,0,2,0.5,0.4848,0.82,0.1045,7,7,14
14/05/2011,2,6,0,0,2,0.5,0.4848,0.88,0.1045,2,9,11
14/05/2011,2,7,0,0,3,0.48,0.4697,1,0,4,28,32
14/05/2011,2,8,0,0,3,0.5,0.4848,0.94,0,16,72,88
14/05/2011,2,9,0,0,2,0.52,0.5,0.94,0.0896,14,86,100
14/05/2011,2,10,0,0,2,0.52,0.5,0.94,0.1642,34,133,167
14/05/2011,2,11,0,0,2,0.52,0.5,0.94,0.1343,72,207,279
14/05/2011,2,12,0,0,3,0.52,0.5,1,0.0896,75,204,279
14/05/2011,2,13,0,0,3,0.52,0.5,1,0.0896,68,180,248
14/05/2011,2,14,0,0,2,0.54,0.5152,0.94,0.1343,57,159,216
14/05/2011,2,15,0,0,2,0.54,0.5152,0.94,0.1642,73,221,294
14/05/2011,2,16,0,0,2,0.54,0.5152,0.94,0.194,107,188,295
14/05/2011,2,17,0,0,2,0.56,0.5303,0.88,0.194,78,194,272
14/05/2011,2,18,0,0,2,0.56,0.5303,0.88,0.2239,88,216,304
14/05/2011,2,19,0,0,3,0.54,0.5152,0.94,0.1343,69,179,248
14/05/2011,2,20,0,0,3,0.54,0.5152,0.94,0.1343,42,115,157
14/05/2011,2,21,0,0,3,0.54,0.5152,0.94,0.2239,15,44,59
14/05/2011,2,22,0,0,3,0.54,0.5152,0.94,0.1642,7,19,26
14/05/2011,2,23,0,0,3,0.52,0.5,1,0.194,11,33,44
15/05/2011,2,0,0,0,2,0.52,0.5,1,0,5,34,39
15/05/2011,2,1,0,0,2,0.52,0.5,1,0.1045,4,43,47
15/05/2011,2,2,0,0,2,0.52,0.5,1,0.1343,13,37,50
15/05/2011,2,3,0,0,2,0.52,0.5,1,0,11,21,32
15/05/2011,2,4,0,0,2,0.52,0.5,1,0,5,8,13
15/05/2011,2,5,0,0,3,0.52,0.5,1,0.1045,3,11,14
15/05/2011,2,6,0,0,2,0.52,0.5,1,0.1343,3,14,17
15/05/2011,2,7,0,0,2,0.52,0.5,1,0.1343,4,38,42
15/05/2011,2,8,0,0,2,0.54,0.5152,0.94,0.1343,24,46,70
15/05/2011,2,9,0,0,1,0.58,0.5455,0.83,0.2537,36,98,134
15/05/2011,2,10,0,0,1,0.58,0.5455,0.83,0.2239,73,153,226
15/05/2011,2,11,0,0,1,0.6,0.5758,0.78,0.2239,120,202,322
15/05/2011,2,12,0,0,1,0.62,0.5909,0.73,0.2985,120,247,367
15/05/2011,2,13,0,0,1,0.62,0.5909,0.73,0.2836,195,261,456
15/05/2011,2,14,0,0,1,0.64,0.6061,0.73,0.194,183,254,437
15/05/2011,2,15,0,0,1,0.66,0.6212,0.69,0.2537,206,253,459
15/05/2011,2,16,0,0,1,0.64,0.6061,0.69,0.2537,158,282,440
15/05/2011,2,17,0,0,3,0.56,0.5303,0.78,0.3582,137,255,392
15/05/2011,2,18,0,0,1,0.56,0.5303,0.78,0.2537,60,177,237
15/05/2011,2,19,0,0,1,0.56,0.5303,0.83,0.1045,78,153,231
15/05/2011,2,20,0,0,1,0.54,0.5152,0.88,0,53,138,191
15/05/2011,2,21,0,0,1,0.54,0.5152,0.88,0,44,107,151
15/05/2011,2,22,0,0,1,0.56,0.5303,0.83,0,29,88,117
15/05/2011,2,23,0,0,1,0.54,0.5152,0.88,0.2239,18,51,69
16/05/2011,2,0,0,1,1,0.52,0.5,0.94,0.1045,17,21,38
16/05/2011,2,1,0,1,1,0.52,0.5,0.94,0.1343,6,8,14
16/05/2011,2,2,0,1,1,0.5,0.4848,1,0.0896,4,9,13
16/05/2011,2,3,0,1,1,0.5,0.4848,0.94,0.1642,1,3,4
16/05/2011,2,4,0,1,1,0.5,0.4848,1,0.1343,1,5,6
16/05/2011,2,5,0,1,1,0.5,0.4848,0.93,0.194,1,20,21
16/05/2011,2,6,0,1,1,0.52,0.5,0.88,0.1642,11,93,104
16/05/2011,2,7,0,1,1,0.52,0.5,0.83,0.2836,27,245,272
16/05/2011,2,8,0,1,1,0.56,0.5303,0.73,0.2985,28,366,394
16/05/2011,2,9,0,1,1,0.6,0.5909,0.69,0.194,38,156,194
16/05/2011,2,10,0,1,1,0.62,0.6061,0.65,0.0896,37,75,112
16/05/2011,2,11,0,1,1,0.64,0.6212,0.57,0,56,129,185
16/05/2011,2,12,0,1,1,0.66,0.6212,0.54,0.0896,72,137,209
16/05/2011,2,13,0,1,1,0.68,0.6364,0.51,0,61,153,214
16/05/2011,2,14,0,1,1,0.68,0.6364,0.51,0,76,117,193
16/05/2011,2,15,0,1,1,0.72,0.6667,0.51,0,55,110,165
16/05/2011,2,16,0,1,3,0.6,0.5758,0.78,0.2537,45,181,226
16/05/2011,2,17,0,1,1,0.58,0.5455,0.88,0.2239,47,227,274
16/05/2011,2,18,0,1,3,0.58,0.5455,0.83,0.194,55,398,453
16/05/2011,2,19,0,1,1,0.58,0.5455,0.83,0.2537,36,272,308
16/05/2011,2,20,0,1,1,0.58,0.5455,0.83,0,31,167,198
16/05/2011,2,21,0,1,1,0.58,0.5455,0.83,0,28,149,177
16/05/2011,2,22,0,1,1,0.56,0.5303,0.88,0.0896,22,105,127
16/05/2011,2,23,0,1,1,0.56,0.5303,0.88,0.0896,18,39,57
17/05/2011,2,0,0,1,2,0.56,0.5303,0.88,0,13,18,31
17/05/2011,2,1,0,1,3,0.56,0.5303,0.88,0,7,6,13
17/05/2011,2,2,0,1,3,0.56,0.5303,0.88,0,4,4,8
17/05/2011,2,3,0,1,3,0.54,0.5152,0.94,0.2537,1,3,4
17/05/2011,2,4,0,1,3,0.54,0.5152,0.94,0.2537,2,2,4
17/05/2011,2,5,0,1,3,0.52,0.5,0.94,0.2537,0,22,22
17/05/2011,2,6,0,1,3,0.52,0.5,0.94,0.2537,0,49,49
17/05/2011,2,7,0,1,2,0.52,0.5,0.94,0.2537,13,138,151
17/05/2011,2,8,0,1,2,0.52,0.5,0.94,0.2985,22,325,347
17/05/2011,2,9,0,1,2,0.54,0.5152,0.88,0.2537,17,190,207
17/05/2011,2,10,0,1,3,0.54,0.5152,0.88,0.2537,31,73,104
17/05/2011,2,11,0,1,2,0.56,0.5303,0.83,0.4179,26,104,130
17/05/2011,2,12,0,1,3,0.56,0.5303,0.83,0.4179,38,115,153
17/05/2011,2,13,0,1,2,0.56,0.5303,0.88,0.3284,31,141,172
17/05/2011,2,14,0,1,1,0.62,0.5909,0.73,0.4627,61,123,184
17/05/2011,2,15,0,1,1,0.62,0.6061,0.69,0.4478,79,131,210
17/05/2011,2,16,0,1,1,0.62,0.6061,0.61,0.3284,73,217,290
17/05/2011,2,17,0,1,1,0.62,0.6061,0.65,0.4179,83,521,604
17/05/2011,2,18,0,1,1,0.6,0.5909,0.69,0.2985,54,426,480
17/05/2011,2,19,0,1,1,0.6,0.5909,0.69,0.2537,51,298,349
17/05/2011,2,20,0,1,1,0.58,0.5455,0.83,0.4179,30,253,283
17/05/2011,2,21,0,1,1,0.54,0.5152,0.88,0.2537,23,151,174
17/05/2011,2,22,0,1,2,0.54,0.5152,0.88,0.2836,12,86,98
17/05/2011,2,23,0,1,2,0.54,0.5152,0.88,0.2537,7,49,56
18/05/2011,2,0,0,1,2,0.54,0.5152,0.88,0.2239,8,15,23
18/05/2011,2,1,0,1,2,0.54,0.5152,0.88,0.2537,3,9,12
18/05/2011,2,2,0,1,3,0.52,0.5,0.94,0.2239,1,5,6
18/05/2011,2,3,0,1,3,0.52,0.5,0.94,0.2985,6,3,9
18/05/2011,2,4,0,1,3,0.52,0.5,0.94,0.2985,1,2,3
18/05/2011,2,5,0,1,1,0.52,0.5,1,0.2239,0,9,9
18/05/2011,2,6,0,1,1,0.52,0.5,1,0.1343,2,99,101
18/05/2011,2,7,0,1,1,0.54,0.5152,0.88,0.194,14,260,274
18/05/2011,2,8,0,1,1,0.56,0.5303,0.88,0.2836,25,428,453
18/05/2011,2,9,0,1,3,0.56,0.5303,0.83,0.2537,26,176,202
18/05/2011,2,10,0,1,3,0.54,0.5152,0.88,0.2836,33,73,106
18/05/2011,2,11,0,1,2,0.54,0.5152,0.94,0.0896,6,17,23
18/05/2011,2,12,0,1,1,0.56,0.5303,0.94,0.2985,12,42,54
18/05/2011,2,13,0,1,2,0.56,0.5303,0.83,0.3284,30,92,122
18/05/2011,2,14,0,1,2,0.58,0.5455,0.78,0.2836,44,94,138
18/05/2011,2,15,0,1,1,0.6,0.5758,0.78,0.2537,34,133,167
18/05/2011,2,16,0,1,1,0.6,0.5909,0.73,0.194,53,241,294
18/05/2011,2,17,0,1,1,0.6,0.5909,0.69,0.1343,78,487,565
18/05/2011,2,18,0,1,1,0.6,0.5909,0.73,0.2239,58,431,489
18/05/2011,2,19,0,1,3,0.56,0.5303,0.88,0.1343,43,288,331
18/05/2011,2,20,0,1,3,0.56,0.5303,0.88,0.1343,24,189,213
18/05/2011,2,21,0,1,1,0.52,0.5,0.88,0,11,74,85
18/05/2011,2,22,0,1,1,0.52,0.5,0.83,0,14,103,117
18/05/2011,2,23,0,1,1,0.52,0.5,0.94,0.0896,10,49,59
19/05/2011,2,0,0,1,1,0.52,0.5,0.94,0.1045,6,23,29
19/05/2011,2,1,0,1,1,0.5,0.4848,0.94,0,2,4,6
19/05/2011,2,2,0,1,1,0.5,0.4848,0.94,0,3,12,15
19/05/2011,2,3,0,1,1,0.48,0.4697,1,0,1,3,4
19/05/2011,2,4,0,1,1,0.48,0.4697,0.94,0,2,3,5
19/05/2011,2,5,0,1,1,0.48,0.4697,0.94,0,2,24,26
19/05/2011,2,6,0,1,2,0.5,0.4848,0.94,0,17,86,103
19/05/2011,2,7,0,1,2,0.5,0.4848,1,0,18,239,257
19/05/2011,2,8,0,1,2,0.52,0.5,0.88,0,34,453,487
19/05/2011,2,9,0,1,2,0.54,0.5152,0.88,0.0896,40,176,216
19/05/2011,2,10,0,1,2,0.54,0.5152,0.83,0,35,95,130
19/05/2011,2,11,0,1,3,0.54,0.5152,0.88,0.1642,53,111,164
19/05/2011,2,12,0,1,2,0.58,0.5455,0.78,0.1045,38,130,168
19/05/2011,2,13,0,1,3,0.58,0.5455,0.64,0.2537,44,139,183
19/05/2011,2,14,0,1,3,0.54,0.5152,0.73,0.194,43,137,180
19/05/2011,2,15,0,1,1,0.56,0.5303,0.78,0.1642,63,125,188
19/05/2011,2,16,0,1,1,0.58,0.5455,0.64,0.194,55,247,302
19/05/2011,2,17,0,1,1,0.56,0.5303,0.78,0.1642,60,487,547
19/05/2011,2,18,0,1,1,0.6,0.6212,0.55,0.1642,59,454,513
19/05/2011,2,19,0,1,1,0.58,0.5455,0.6,0.1343,65,345,410
19/05/2011,2,20,0,1,1,0.54,0.5152,0.77,0.2836,46,236,282
19/05/2011,2,21,0,1,1,0.54,0.5152,0.77,0.2836,29,180,209
19/05/2011,2,22,0,1,3,0.5,0.4848,0.82,0.2985,11,68,79
19/05/2011,2,23,0,1,1,0.48,0.4697,0.94,0,9,63,72
20/05/2011,2,0,0,1,1,0.46,0.4545,0.94,0.0896,15,33,48
20/05/2011,2,1,0,1,1,0.46,0.4545,1,0,8,17,25
20/05/2011,2,2,0,1,1,0.44,0.4394,1,0.0896,4,4,8
20/05/2011,2,3,0,1,1,0.44,0.4394,1,0,1,4,5
20/05/2011,2,4,0,1,1,0.44,0.4394,0.94,0.0896,1,4,5
20/05/2011,2,5,0,1,1,0.44,0.4394,0.94,0.1045,0,28,28
20/05/2011,2,6,0,1,1,0.46,0.4545,0.88,0.1045,15,102,117
20/05/2011,2,7,0,1,1,0.5,0.4848,0.77,0.1642,30,289,319
20/05/2011,2,8,0,1,1,0.54,0.5152,0.68,0,41,476,517
20/05/2011,2,9,0,1,1,0.54,0.5152,0.68,0.2239,35,199,234
20/05/2011,2,10,0,1,1,0.56,0.5303,0.64,0.194,44,104,148
20/05/2011,2,11,0,1,2,0.58,0.5455,0.6,0.194,63,133,196
20/05/2011,2,12,0,1,2,0.6,0.6212,0.56,0.2537,69,186,255
20/05/2011,2,13,0,1,3,0.6,0.6212,0.56,0.2836,60,172,232
20/05/2011,2,14,0,1,1,0.62,0.6212,0.53,0.2239,66,131,197
20/05/2011,2,15,0,1,2,0.6,0.6212,0.56,0.194,74,168,242
20/05/2011,2,16,0,1,2,0.6,0.6212,0.53,0.1642,61,269,330
20/05/2011,2,17,0,1,1,0.62,0.6212,0.53,0,71,483,554
20/05/2011,2,18,0,1,1,0.6,0.6212,0.56,0.1642,79,394,473
20/05/2011,2,19,0,1,1,0.58,0.5455,0.64,0.0896,49,253,302
20/05/2011,2,20,0,1,1,0.58,0.5455,0.64,0.1045,40,180,220
20/05/2011,2,21,0,1,1,0.56,0.5303,0.64,0.1045,40,155,195
20/05/2011,2,22,0,1,1,0.54,0.5152,0.73,0,28,124,152
20/05/2011,2,23,0,1,1,0.52,0.5,0.72,0.1642,15,100,115
21/05/2011,2,0,0,0,1,0.52,0.5,0.77,0.1045,20,78,98
21/05/2011,2,1,0,0,1,0.52,0.5,0.72,0,8,64,72
21/05/2011,2,2,0,0,1,0.52,0.5,0.72,0.1045,5,35,40
21/05/2011,2,3,0,0,1,0.48,0.4697,0.82,0.1045,7,12,19
21/05/2011,2,4,0,0,1,0.46,0.4545,0.88,0.1343,1,6,7
21/05/2011,2,5,0,0,1,0.46,0.4545,0.88,0.1045,1,4,5
21/05/2011,2,6,0,0,1,0.5,0.4848,0.82,0.1343,6,22,28
21/05/2011,2,7,0,0,1,0.54,0.5152,0.73,0.1343,10,33,43
21/05/2011,2,8,0,0,1,0.56,0.5303,0.68,0.2836,29,97,126
21/05/2011,2,9,0,0,1,0.6,0.6061,0.64,0.2239,60,165,225
21/05/2011,2,10,0,0,1,0.62,0.6061,0.61,0.1045,122,201,323
